URL,MobileURL,Date,Title
"http://europe.chinadaily.com.cn/a/202003/14/WS5e5ae390a31012821727b4ba.html","","2020-03-14 02:30:00","Latest on the novel coronavirus outbreak - Chinadaily . com . cn"
"http://www.chinadaily.com.cn/a/202003/14/WS5e5ae390a31012821727b4ba.html","","2020-03-14 01:00:00","Latest on the novel coronavirus outbreak - Chinadaily . com . cn"
"http://africa.chinadaily.com.cn/a/202003/14/WS5e5ae390a31012821727b4ba.html","","2020-03-14 02:15:00","Latest on the novel coronavirus outbreak - Chinadaily . com . cn"
"http://usa.chinadaily.com.cn/a/202003/14/WS5e5ae390a31012821727b4ba.html","","2020-03-14 02:00:00","Latest on the novel coronavirus outbreak - Chinadaily . com . cn"
"http://spanish.xinhuanet.com/2020-03/14/c_138875903.htm","","2020-03-14 15:45:00","Llega a Bélgica avión con suministros médicos chinos para Europa"
"https://www.medicaldaily.com/are-travel-bans-really-effective-stopping-coronavirus-outbreak-450460","https://www.medicaldaily.com/are-travel-bans-really-effective-stopping-coronavirus-outbreak-450460?amp=1","2020-03-14 01:00:00","Are Travel Bans Really Effective In Stopping Coronavirus Outbreak ? "
"https://www.globalsecurity.org/security/library/news/2020/03/sec-200313-globaltimes04.htm","","2020-03-14 05:45:00","Origin of COVID - 19 in dispute ; US accusations on China opposed : FM"
"https://www.newsweek.com/china-traces-coronavirus-back-first-confirmed-patient-zero-1492327","https://www.newsweek.com/china-traces-coronavirus-back-first-confirmed-patient-zero-1492327?amp=1","2020-03-14 15:00:00","China Traces Coronavirus to First Confirmed Case , Nearly Identifying  Patient Zero  "
"http://french.china.org.cn/foreign/txt/2020-03/15/content_75815313.htm","","2020-03-14 21:00:00"," ( COVID - 19 ) Des responsables palestiniens saluent lexpérience de la Chine dans la lutte contre le COVID - 19 ( SYNTHESE ) "
"https://www.vanguardngr.com/2020/03/covid-19-fdi-in-china-drops-by-8-6-per-cent-in-jan-feb/","https://www.vanguardngr.com/2020/03/covid-19-fdi-in-china-drops-by-8-6-per-cent-in-jan-feb/amp/","2020-03-14 10:00:00","COVID - 19 : FDI in China drops by 8 . 6 per cent in Jan - Feb"
"https://www.ouest-france.fr/sante/virus/coronavirus/coronavirus-apple-ferme-tous-ses-magasins-hors-de-chine-jusqu-au-27-mars-6780080","https://amp.ouest-france.fr/sante/virus/coronavirus/coronavirus-apple-ferme-tous-ses-magasins-hors-de-chine-jusqu-au-27-mars-6780080","2020-03-14 14:30:00","Coronavirus . Apple ferme tous ses magasins hors de Chine jusquau 27 mars"
"https://www.hindustantimes.com/india-news/govt-notifies-covid-19-outbreak-as-disaster-to-pay-one-time-ex-gratia-of-rs-4-lakh-for-all-deaths/story-AXxONpbc6n0DkDaI6SnZVL.html","https://m.hindustantimes.com/india-news/govt-notifies-covid-19-outbreak-as-disaster-to-pay-one-time-ex-gratia-of-rs-4-lakh-for-all-deaths/story-AXxONpbc6n0DkDaI6SnZVL_amp.html","2020-03-14 10:30:00","Govt notifies Covid - 19 outbreak as  disaster ; to pay one time ex - gratia of Rs 4 lakh for all deaths - india news"
"https://heavy.com/news/2020/03/x-ray-images-coronavirus-lungs/","https://heavy.com/news/2020/03/x-ray-images-coronavirus-lungs/amp/","2020-03-14 05:15:00","X - Ray Images Show What Coronavirus Does to Lungs"
"http://www.xinhuanet.com/english/2020-03/14/c_138878467.htm","","2020-03-14 16:00:00","Factbox : China fight against novel coronavirus outbreak - Xinhua"
"http://french.china.org.cn/china/txt/2020-03/14/content_75815000.htm","","2020-03-14 17:45:00"," ( COVID - 19 ) La Chine envoie plus dexperts pour aider lIran à lutter contre le coronavirus"
"https://www.firstpost.com/health/55-yr-old-hubei-resident-who-contracted-coronavirus-on-17-november-could-have-been-the-patient-zero-says-chinese-media-8151371.html","https://www.firstpost.com/health/55-yr-old-hubei-resident-who-contracted-coronavirus-on-17-november-could-have-been-the-patient-zero-says-chinese-media-8151371.html/amp","2020-03-14 07:30:00","55 - yr - old Hubei resident , who contracted coronavirus on 17 November , could have been the  patient zero , says Chinese media"
"https://heavy.com/news/2020/03/apple-stores-closed-coronavirus-covid-19/","https://heavy.com/news/2020/03/apple-stores-closed-coronavirus-covid-19/amp/","2020-03-14 07:30:00","Apple Stores Closed Due to Coronavirus : COVID - 19"
"https://www.lapresse.ca/affaires/entreprises/202003/14/01-5264643-covid-19-apple-ferme-tous-ses-magasins-hors-chine-jusquau-27-mars.php","","2020-03-14 14:15:00","COVID - 19 : Apple ferme tous ses magasins hors Chine jusquau 27 mars"
"https://www.foxnews.com/world/china-xi-jinping-reckless-leadership-global-warrior","https://www.foxnews.com/world/china-xi-jinping-reckless-leadership-global-warrior.amp","2020-03-14 11:30:00","China reframes coronavirus narrative , touts Xi accomplishments despite bodies piling up"
"https://www.sfgate.com/entertainment/article/Apple-Closes-Stores-Outside-China-for-Two-Weeks-15131208.php","https://m.sfgate.com/entertainment/article/Apple-Closes-Stores-Outside-China-for-Two-Weeks-15131208.php","2020-03-14 13:45:00","Apple Closes Stores Outside China for Two Weeks Because of Coronavirus"
"https://sputniknews.com/us/202003131078561948-christian-liberty-university-president-claims-covid-19-might-be-promised-dprk-christmas-gift-to-us/","https://sputniknews.com/amp/us/202003131078561948-christian-liberty-university-president-claims-covid-19-might-be-promised-dprk-christmas-gift-to-us/","2020-03-14 00:45:00","Christian Liberty University President Claims COVID - 19 Might Be Promised DPRK  Christmas Gift  to US"
